id;age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country
23382;57; Federal-gov;42298; Masters;14; Married-civ-spouse; Exec-managerial; Husband; Black; Male;15024;0;40; United-States
23383;39; Private;375452; Prof-school;15; Married-civ-spouse; Exec-managerial; Wife; White; Female;15024;0;48; United-States
23384;30; Private;94413; Some-college;10; Divorced; Transport-moving; Not-in-family; White; Male;0;0;30; United-States
23385;31; Federal-gov;166626; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
23386;39; State-gov;326566; Some-college;10; Never-married; Transport-moving; Own-child; Black; Male;0;0;40; United-States
23387;30; Private;165503; Bachelors;13; Never-married; Sales; Own-child; White; Female;0;0;65; United-States
23388;48; Private;102597; Some-college;10; Separated; Adm-clerical; Unmarried; White; Female;0;0;44; United-States
23389;62; ?;113234; Masters;14; Married-civ-spouse; ?; Wife; White; Female;0;0;40; United-States
23390;39; Private;177277; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;45; United-States
23391;34; Private;198103; HS-grad;9; Never-married; Transport-moving; Own-child; White; Male;0;1980;40; United-States
23392;45; Private;260490; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
23393;32; Private;237478; 11th;7; Divorced; Machine-op-inspct; Unmarried; White; Female;0;0;40; United-States
23394;40; Federal-gov;36885; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;50; United-States
23395;17; Private;166242; 10th;6; Never-married; Other-service; Own-child; White; Female;0;0;15; United-States
23396;19; ?;158603; 10th;6; Never-married; ?; Own-child; Black; Male;0;0;25; United-States
23397;25; Private;274228; HS-grad;9; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;84; United-States
23398;42; Private;185145; Some-college;10; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;57; United-States
23399;66; Private;28367; Bachelors;13; Married-civ-spouse; Priv-house-serv; Other-relative; White; Male;0;0;99; United-States
23400;63; Self-emp-not-inc;28612; HS-grad;9; Widowed; Sales; Not-in-family; White; Male;0;0;70; United-States
23401;43; Private;191429; 7th-8th;4; Married-civ-spouse; Other-service; Husband; White; Male;0;0;25; United-States
23402;26; Private;459548; HS-grad;9; Never-married; Handlers-cleaners; Not-in-family; White; Male;0;0;20; Mexico
23403;23; Private;65481; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;0;0;40; United-States
23404;39; Private;186130; Prof-school;15; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;55; United-States
23405;47; Self-emp-inc;350759; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
23406;36; Private;359678; HS-grad;9; Never-married; Machine-op-inspct; Not-in-family; Black; Female;0;0;48; United-States
23407;35; Private;220595; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
23408;25; Private;29599; HS-grad;9; Never-married; Farming-fishing; Not-in-family; White; Male;0;0;40; United-States
23409;21; State-gov;299153; Some-college;10; Never-married; Adm-clerical; Own-child; White; Female;0;0;15; United-States
23410;46; Private;75256; HS-grad;9; Married-civ-spouse; Priv-house-serv; Wife; White; Female;0;0;40; United-States
23411;43; Private;143583; 10th;6; Married-civ-spouse; Handlers-cleaners; Husband; Black; Male;0;0;40; United-States
23412;31; State-gov;207505; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1977;70; United-States
23413;41; Private;308550; HS-grad;9; Divorced; Craft-repair; Unmarried; White; Female;0;0;60; United-States
23414;50; Private;145717; HS-grad;9; Widowed; Adm-clerical; Unmarried; White; Female;0;0;35; United-States
23415;36; Private;334366; 11th;7; Separated; Exec-managerial; Not-in-family; White; Female;0;0;32; United-States
23416;31; ?;76198; HS-grad;9; Separated; ?; Own-child; White; Female;0;0;20; United-States
23417;45; Self-emp-not-inc;155489; 7th-8th;4; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;65; United-States
23418;50; Private;197322; 11th;7; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
23419;52; Private;194259; 7th-8th;4; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;50; United-States
23420;40; Private;346189; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
23421;55; Private;98361; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;55; United-States
23422;64; ?;178556; 10th;6; Married-civ-spouse; ?; Husband; White; Male;0;0;56; United-States
23423;51; Self-emp-inc;162943; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
23424;30; Private;19302; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;7688;0;40; United-States
23425;56; State-gov;67662; Masters;14; Divorced; Prof-specialty; Not-in-family; White; Female;0;0;39; United-States
23426;35; Private;126675; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;48; United-States
23427;55; Self-emp-not-inc;278228; 10th;6; Married-civ-spouse; Sales; Husband; White; Male;0;0;35; United-States
23428;30; Private;169152; HS-grad;9; Never-married; Tech-support; Unmarried; White; Female;0;0;40; United-States
23429;34; Private;204052; HS-grad;9; Never-married; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
23430;36; Private;215392; Assoc-voc;11; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
23431;43; Self-emp-inc;83348; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
23432;24; Local-gov;196816; Some-college;10; Never-married; Protective-serv; Not-in-family; White; Male;0;0;50; United-States
23433;30; Private;541343; 10th;6; Married-civ-spouse; Other-service; Husband; Black; Male;0;0;40; United-States
23434;33; Local-gov;55921; Assoc-voc;11; Never-married; Protective-serv; Not-in-family; White; Male;0;0;70; United-States
23435;32; Private;251701; Assoc-acdm;12; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;40; ?
23436;29; Federal-gov;119848; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
23437;50; Private;160572; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;3137;0;47; United-States
23438;18; Private;25837; 11th;7; Never-married; Prof-specialty; Own-child; White; Male;0;0;15; United-States
23439;20; Private;236592; 11th;7; Never-married; Sales; Own-child; White; Female;0;0;25; United-States
23440;45; State-gov;199326; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;45; United-States
23441;22; Private;341610; Some-college;10; Never-married; Sales; Not-in-family; White; Male;0;0;35; ?
23442;45; Private;175958; Prof-school;15; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
23443;41; Private;198965; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
23444;42; Local-gov;193537; 7th-8th;4; Married-spouse-absent; Other-service; Not-in-family; White; Female;0;0;35; Puerto-Rico
23445;24; Private;438839; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;0;40; United-States
23446;22; Private;298227; HS-grad;9; Never-married; Handlers-cleaners; Unmarried; White; Male;0;0;35; United-States
23447;28; Private;271466; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
23448;23; Private;335570; Some-college;10; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;35; United-States
23449;21; Private;206891; 7th-8th;4; Never-married; Farming-fishing; Own-child; White; Female;0;0;38; United-States
23450;23; Private;162551; Bachelors;13; Never-married; Adm-clerical; Not-in-family; Asian-Pac-Islander; Female;0;0;20; United-States
23451;45; Private;145637; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;48; United-States
23452;41; Private;101290; HS-grad;9; Divorced; Sales; Unmarried; White; Female;0;0;40; United-States
23453;49; Federal-gov;229376; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
23454;38; Private;439592; Some-college;10; Never-married; Other-service; Own-child; Black; Female;0;0;40; United-States
23455;37; Private;161141; HS-grad;9; Never-married; Handlers-cleaners; Not-in-family; White; Male;0;0;40; United-States
23456;70; Private;304570; Bachelors;13; Widowed; Machine-op-inspct; Other-relative; Asian-Pac-Islander; Male;0;0;32; Philippines
23457;24; Private;103277; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;2597;0;40; United-States
23458;28; Local-gov;407672; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
23459;24; Private;73928; Assoc-voc;11; Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;0;0;20; United-States
23460;83; Self-emp-inc;240150; 10th;6; Married-civ-spouse; Farming-fishing; Husband; White; Male;20051;0;50; United-States
23461;69; Private;230417; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; China
23462;37; Private;260093; HS-grad;9; Never-married; Adm-clerical; Unmarried; Black; Female;0;0;40; United-States
23463;28; Private;96020; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
23464;54; Private;104421; Some-college;10; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
23465;71; Private;152307; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;2377;45; United-States
23466;56; State-gov;93415; HS-grad;9; Widowed; Adm-clerical; Unmarried; Asian-Pac-Islander; Female;0;0;40; United-States
23467;27; Local-gov;282664; Bachelors;13; Never-married; Prof-specialty; Not-in-family; Other; Female;0;0;45; ?
23468;42; Self-emp-not-inc;269733; Masters;14; Married-civ-spouse; Sales; Husband; White; Male;99999;0;80; United-States
23469;21; Private;202871; HS-grad;9; Never-married; Sales; Own-child; White; Male;0;0;44; United-States
23470;29; Private;169683; Assoc-voc;11; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
23471;27; Private;271603; 7th-8th;4; Never-married; Other-service; Not-in-family; White; Male;0;0;24; ?
23472;32; Private;340917; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;50; United-States
23473;31; Private;329874; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;40; United-States
23474;38; Private;43770; Some-college;10; Separated; Other-service; Not-in-family; White; Female;4650;0;72; United-States
23475;55; State-gov;120781; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; Asian-Pac-Islander; Male;0;0;40; India
23476;48; Private;138069; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;45; United-States
23477;58; Self-emp-not-inc;33309; HS-grad;9; Widowed; Farming-fishing; Not-in-family; White; Male;0;0;80; United-States
23478;23; Private;76432; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
23479;28; State-gov;277635; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;50; United-States
23480;49; Local-gov;123088; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;46; United-States
23481;51; Private;57698; HS-grad;9; Married-spouse-absent; Other-service; Unmarried; White; Female;0;0;40; United-States
23482;23; Private;181820; HS-grad;9; Separated; Craft-repair; Own-child; White; Male;0;0;53; United-States
23483;40; Self-emp-not-inc;98985; HS-grad;9; Divorced; Exec-managerial; Not-in-family; Black; Male;0;0;50; United-States
23484;59; Private;98350; HS-grad;9; Divorced; Other-service; Not-in-family; Asian-Pac-Islander; Male;0;0;40; China
23485;47; Private;125120; Bachelors;13; Divorced; Craft-repair; Not-in-family; White; Female;0;0;50; United-States
23486;37; Private;243409; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
23487;39; Private;58972; Assoc-acdm;12; Divorced; Exec-managerial; Unmarried; White; Male;1506;0;40; United-States
23488;43; Private;62857; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
23489;40; Private;283174; Assoc-voc;11; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;60; United-States
23490;48; Private;107373; 10th;6; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
23491;29; Private;201155; 9th;5; Never-married; Sales; Not-in-family; White; Female;0;0;48; United-States
23492;48; Private;187505; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
23493;37; Private;61778; Bachelors;13; Never-married; Farming-fishing; Not-in-family; White; Male;0;0;30; United-States
23494;19; Private;223648; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;4101;0;48; United-States
23495;28; Private;149652; 10th;6; Never-married; Other-service; Own-child; Black; Female;0;0;30; United-States
23496;56; Private;170324; 5th-6th;3; Married-civ-spouse; Craft-repair; Husband; Black; Male;0;0;40; Trinadad&Tobago
23497;45; Private;165937; HS-grad;9; Divorced; Transport-moving; Own-child; White; Male;0;0;60; United-States
23498;60; State-gov;114060; Some-college;10; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;40; United-States
23499;53; State-gov;58913; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;42; United-States
23500;37; State-gov;378916; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
23501;31; Private;241885; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
23502;29; Private;224421; Assoc-voc;11; Married-AF-spouse; Farming-fishing; Husband; White; Male;0;0;44; United-States
23503;31; ?;213771; HS-grad;9; Widowed; ?; Unmarried; White; Female;0;0;36; United-States
23504;39; Private;315565; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; Black; Male;0;0;40; Cuba
23505;31; Local-gov;153005; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
23506;42; Private;98211; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;45; United-States
23507;17; Private;198606; 11th;7; Never-married; Handlers-cleaners; Own-child; White; Female;0;0;16; United-States
23508;19; Private;260333; HS-grad;9; Never-married; Other-service; Own-child; White; Female;0;0;20; United-States
23509;24; Private;219510; Bachelors;13; Never-married; Other-service; Not-in-family; Asian-Pac-Islander; Male;0;0;32; United-States
23510;62; Private;266624; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;6418;0;40; United-States
23511;34; Private;136862; 1st-4th;2; Never-married; Other-service; Other-relative; White; Female;0;0;40; Guatemala
23512;47; Self-emp-inc;215620; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;55; United-States
